"apt_nm","sgg_cd","umd_cd","land_cd","bonbun","bubun","road_nm","road_nm_sgg_cd","road_nm_cd","road_nm_seq","road_nmb_cd","road_nm_bonbun","road_nm_bubun","umd_nm","jibun","exclu_use_ar","deal_year","deal_month","deal_day","deal_amount","floor","build_year","apt_seq","cdeal_type","cdeal_day","dealing_gbn","estate_agent_sgg_nm","rgst_date","apt_dong","sler_gbn","buyer_gbn","land_leasehold_gbn"
삼익목화2,"30170","10100","1","0280","0000",복수북로,"30170","3166034","01","0","00042","00000",,"280","84.89","2024","11","13","27,900","17","1998","30170-3", , ,중개거래,대전 서구,"24.12.06","303",,개인,N
관저더샵2,"30170","11600","1","1982","0000",구봉산북로,"30170","3166058","00","0","00052","00000",,"1982","84.8064","2024","11","13","53,000","20","2019","30170-1159", , ,중개거래,대전 서구, , ,,개인,N
수정타운,"30170","11200","1","0909","0000",청사로,"30170","3166051","01","0","00282","00000",,"909","84.99","2024","11","9","40,400","12","1993","30170-81", , ,중개거래,대전 서구, , ,,개인,N
e편한세상둔산1단지,"30170","10600","1","1485","0000",계룡로615번길,"30170","4298083","00",,"00069","00000",,"1485","59.9773","2024","11","14","55,000","12","2020","30170-1177", , ,중개거래,대전 서구,"24.11.26","105",,개인,N
양지타운,"30170","10300","1","0359","0020",배재로,"30170","3166028","00","0","00107","00030",,"359-20","48.67","2024","11","6","9,000","4","1992","30170-18", , ,중개거래,대전 서구,"24.11.26","5",,개인,N
구봉마을주공8-1,"30170","11600","1","1148","0000",관저로,"30170","3166008","01","0","00084","00000",,"1148","59.47","2024","11","8","19,200","19","1999","30170-113", , ,중개거래,대전 서구, , ,,개인,N
진달래,"30170","11300","1","0312","0001",월평동로,"30170","3166039","02","0","00045","00000",,"312-1","60.72","2024","11","12","31,900","11","1995","30170-102", , ,중개거래,대전 서구,"24.12.30","104",,개인,N
신선마을,"30170","11600","1","1130","0000",관저로,"30170","3166008","01","0","00083","00000",,"1130","119.72","2024","11","7","42,800","17","2000","30170-115", , ,중개거래,대전 서구,"25.01.07","209",,개인,N
이노빌,"30170","11200","1","1117","0000",대덕대로175번길,"30170","4298168","01","0","00046","00000",,"1117","25.2","2024","11","13","4,000","6","2002","30170-92", , ,중개거래,대전 서구,"24.11.14", ,,개인,N
구봉마을주공8-1,"30170","11600","1","1148","0000",관저로,"30170","3166008","01","0","00084","00000",,"1148","59.47","2024","11","12","19,500","12","1999","30170-113", , ,직거래, ,"24.11.13","811",,개인,N
관저더샵2,"30170","11600","1","1982","0000",구봉산북로,"30170","3166058","00","0","00052","00000",,"1982","74.9794","2024","11","9","46,700","19","2019","30170-1159", , ,중개거래,대전 서구, , ,,개인,N
주공2단지(은뜰아파트),"30170","11300","1","0218","0007",월평북로,"30170","3166041","00",,"00013","00000",,"218-7","41.85","2024","11","5","14,000","5","1993","30170-101", , ,중개거래,대전 서구, , ,,개인,N
구봉마을주공8-1,"30170","11600","1","1148","0000",관저로,"30170","3166008","01","0","00084","00000",,"1148","49.76","2024","11","4","13,400","19","1999","30170-113", , ,중개거래,대전 서구, , ,,개인,N
원앙마을4,"30170","11600","1","0999","0000",관저북로,"30170","3166009","01","0","00014","00000",,"999","39.65","2024","11","12","13,100","12","1997","30170-118", , ,중개거래,대전 서구,"25.01.07","404",,개인,N
느리울마을11단지,"30170","11600","1","1422","0000",관저동로90번길,"30170","4298100","01","0","00047","00000",,"1422","65.74","2024","11","6","28,900","13","2004","30170-167", , ,중개거래,대전 서구, , ,,개인,N
샘머리2차,"30170","11200","1","0908","0000",청사로,"30170","3166051","01","0","00281","00000",,"908","84.945","2024","11","8","49,000","8","1998","30170-168", , ,중개거래,대전 서구,"24.12.17","212",,개인,N
관저더샵2,"30170","11600","1","1982","0000",구봉산북로,"30170","3166058","00","0","00052","00000",,"1982","84.9967","2024","11","5","51,000","17","2019","30170-1159", , ,중개거래,대전 서구,"24.12.10","202동",,개인,N
구봉마을주공7,"30170","11600","1","1144","0000",관저로,"30170","3166008","01","0","00048","00000",,"1144","59.72","2024","11","7","19,400","16","1999","30170-112", , ,중개거래,대전 서구,"24.12.31","704",,개인,N
삼정하이츠(69-4),"30170","10300","1","0069","0004",도마로,"30170","3166015","02","0","00060","00000",,"69-4","56.7","2024","11","9","18,600","6","1992","30170-15", , ,중개거래,대전 서구, , ,,개인,N
중흥S-클래스프라디움,"30170","11600","1","1566","0000",관저남로12번길,"30170","4709119","01","0","00012","00000",,"1566","47.5144","2024","11","8","23,500","15","2016","30170-1117", , ,중개거래,대전 서구,"24.12.12","103",,개인,N
한라비발디,"30170","11500","1","0966","0000",도안북로,"30170","3166057","01","0","00136","00000",,"966","84.9822","2024","11","9","52,400","13","2011","30170-1049", , ,중개거래,대전 서구, , ,,개인,N
관저예미지명가의풍경,"30170","11600","1","1579","0000",관저중로,"30170","3166011","00","0","00033","00000",,"1579","84.772","2024","11","11","64,000","21","2017","30170-1143", , ,중개거래,"대전 서구, 대전 중구", , ,,개인,N
초록마을5단지,"30170","10100","1","0576","0000",유등로17번길,"30170","4298540","01","0","00109","00000",,"576","84.9655","2024","11","9","25,500","1","2005","30170-187", , ,중개거래,대전 서구, , ,,개인,N
황실타운,"30170","11300","1","0302","0000",청사로,"30170","3166051","02","0","00065","00000",,"302","65.76","2024","11","9","35,400","6","1994","30170-105", , ,중개거래,대전 서구,"24.11.22","119",,개인,N
다온숲3단지,"30170","11600","1","1584","0000",구봉산북로,"30170","3166058","00","0","00165","00000",,"1584","51.99","2024","11","2","27,000","7","2016","30170-1123", , ,중개거래,대전 서구,"24.12.09","314동",,개인,N
삼성래미안2,"30170","10900","1","0055","0000",가장로,"30170","3166003","02","0","00107","00000",,"55","84.97","2024","11","8","38,000","14","2002","30170-54", , ,중개거래,대전 서구, , ,,개인,N
구봉마을주공7,"30170","11600","1","1144","0000",관저로,"30170","3166008","01","0","00048","00000",,"1144","59.65","2024","11","11","20,500","15","1999","30170-112", , ,중개거래,"대전 서구, 충남 계룡시", , ,,개인,N
초원,"30170","12800","1","0001","0001",만년로,"30170","3166025","01","0","00045","00000",,"1-1","59.89","2024","11","10","29,300","5","1993","30170-123", , ,중개거래,대전 서구,"24.11.28","107",,개인,N
아이누리,"30170","10500","1","0250","0005",계룡로686번길,"30170","4298089","01","0","00017","00000",,"250-5","59.308","2024","11","9","29,500","9","2006","30170-1015", , ,직거래, , , ,,개인,N
한마음,"30170","10500","1","0285","0003",괴정로,"30170","3166012","01","0","00203","00000",,"285-3","34.944","2024","11","6","7,500","12","2000","30170-144", , ,중개거래,대전 서구,"24.11.13", ,,개인,N
계룡,"30170","11400","1","0643","0000",가수원로,"30170","3166001","01","0","00098","00000",,"643","59.4","2024","11","10","14,100","5","1986","30170-106", , ,중개거래,대전 서구,"24.11.13","5",,개인,N
삼익목화,"30170","10100","1","0274","0001",복수서로,"30170","3166035","01","0","00050","00000",,"274-1","59.4","2024","11","7","15,500","19","1993","30170-2", , ,중개거래,대전 서구, , ,,개인,N
럭키도마,"30170","10300","1","0328","0004",배재로91번길,"30170","4298392","01","0","00021","00000",,"328-4","46.67","2024","11","6","7,500","4","1984","30170-9", , ,중개거래,대전 서구,"24.11.29","3",,개인,N
럭키도마,"30170","10300","1","0328","0004",배재로91번길,"30170","4298392","01","0","00021","00000",,"328-4","53.22","2024","11","6","8,700","1","1984","30170-9", , ,중개거래,대전 서구,"24.12.03","7",,개인,N
메르하우젠,"30170","11200","1","1119","0000",대덕대로175번길,"30170","4298168","01","0","00060","00000",,"1119","42.44","2024","11","8","9,300","6","2004","30170-161", , ,중개거래,대전 서구,"24.11.18",메르하우젠,,개인,N
주공2단지(은뜰아파트),"30170","11300","1","0218","0007",월평북로,"30170","3166041","00",,"00013","00000",,"218-7","41.85","2024","11","7","15,000","15","1993","30170-101", , ,중개거래,대전 서구,"24.12.09","202",,개인,N
계룡,"30170","11400","1","0643","0000",가수원로,"30170","3166001","01","0","00098","00000",,"643","59.4","2024","11","11","15,000","7","1986","30170-106", , ,중개거래,대전 서구,"24.11.20","4",,개인,N
둥지,"30170","11200","1","0912","0000",청사로,"30170","3166051","01","0","00254","00000",,"912","70.55","2024","11","8","37,500","6","1994","30170-79", , ,중개거래,대전 서구, , ,,개인,N
구봉마을주공8-1,"30170","11600","1","1148","0000",관저로,"30170","3166008","01","0","00084","00000",,"1148","59.47","2024","11","9","19,500","20","1999","30170-113", , ,중개거래,대전 서구,"24.11.21","814",,개인,N
맑은아침,"30170","11000","1","0002","0000",갈마로,"30170","3166004","03","0","00262","00000",,"2","117.6918","2024","11","10","45,000","1","2004","30170-151", , ,중개거래,대전 서구, , ,,개인,N
금성백조예미지,"30170","11500","1","0965","0000",도안북로,"30170","3166057","01","0","00125","00000",,"965","84.8163","2024","11","9","54,800","17","2012","30170-1064", , ,중개거래,대전 서구, , ,,개인,N
샘머리2차,"30170","11200","1","0908","0000",청사로,"30170","3166051","01","0","00281","00000",,"908","84.945","2024","11","9","43,000","20","1998","30170-168", , ,중개거래,대전 서구,"24.12.16","208",,법인,N
관저지구효성해링턴플레이스,"30170","11600","1","1595","0000",관저동로,"30170","3166007","02","0","00012","00000",,"1595","84.8694","2024","11","9","46,700","18","2016","30170-1114", , ,중개거래,대전 서구, , ,,개인,N
국화동성,"30170","11200","1","1809","0000",둔산로,"30170","3166019","01","0","00201","00000",,"1809","84.35","2024","11","8","43,500","2","1991","30170-44", , ,중개거래,대전 서구,"24.11.19","102",,개인,N
국화동성,"30170","11200","1","1809","0000",둔산로,"30170","3166019","01","0","00201","00000",,"1809","84.35","2024","11","6","44,100","5","1991","30170-44", , ,중개거래,대전 서구,"24.11.27","104",,법인,N
탑스빌,"30170","10600","1","0675","0000",문정로2번길,"30170","4298365","01","0","00113","00000",,"675","59.435","2024","11","8","20,800","8","2003","30170-135", , ,중개거래,대전 서구,"24.11.20", ,,개인,N
e편한세상둔산2단지,"30170","10600","1","1486","0000",계룡로615번길,"30170","4298083","01","0","00082","00000",,"1486","72.471","2024","11","7","63,000","18","2020","30170-1175", , ,중개거래,대전 서구, , ,,개인,N
초록마을5단지,"30170","10100","1","0576","0000",유등로17번길,"30170","4298540","01","0","00109","00000",,"576","84.9655","2024","11","7","29,000","8","2005","30170-187", , ,중개거래,대전 서구, , ,,개인,N
은아5단지,"30170","11400","1","0808","0000",가수원로,"30170","3166001","01","0","00005","00000",,"808","52.2","2024","11","2","11,000","2","1991","30170-164", , ,중개거래,대전 서구,"24.12.27","505",,개인,N
녹원,"30170","11200","1","1204","0000",둔산남로,"30170","3166018","02","0","00030","00000",,"1204","84.6","2024","11","2","50,000","7","1994","30170-78", , ,중개거래,대전 서구, , ,,개인,N
주공2단지(은뜰아파트),"30170","11300","1","0218","0007",월평북로,"30170","3166041","00",,"00013","00000",,"218-7","41.85","2024","11","6","14,000","6","1993","30170-101", , ,중개거래,대전 유성구,"24.11.28","202",,개인,N
구봉마을주공8-1,"30170","11600","1","1148","0000",관저로,"30170","3166008","01","0","00084","00000",,"1148","59.47","2024","11","5","17,800","17","1999","30170-113", , ,중개거래,대전 서구,"25.01.03","802",,개인,N
청솔아파트,"30170","11200","1","1811","0000",둔산로,"30170","3166019","01","0","00223","00000",,"1811","84.76","2024","11","2","45,000","4","1991","30170-50", , ,중개거래,대전 서구,"24.12.13","6",,개인,N
전원,"30170","11300","1","0312","0000",월평중로,"30170","3166045","01","0","00050","00000",,"312","84.94","2024","11","7","37,000","9","1994","30170-100", , ,중개거래,대전 서구,"24.11.11","101",,개인,N
엘드수목토,"30170","11500","1","1364","0000",도안동로,"30170","3166054","02","0","00177","00000",,"1364","84.9967","2024","11","7","49,800","14","2010","30170-1039", , ,중개거래,대전 서구, , ,,개인,N
크로바,"30170","11200","1","1509","0000",둔산로,"30170","3166019","01","0","00155","00000",,"1509","134.91","2024","11","4","173,000","9","1992","30170-85", , ,중개거래,대전 서구, , ,,개인,N
갈마,"30170","11100","1","0390","0022",신갈마로86번길,"30170","4298474","00","0","00014","00000",,"390-22","84.68","2024","11","7","23,700","1","1994","30170-68", , ,중개거래,대전 서구,"24.11.12","204",,개인,N
맑은아침,"30170","11000","1","0002","0000",갈마로,"30170","3166004","03","0","00262","00000",,"2","84.8879","2024","11","7","37,000","1","2004","30170-151", , ,중개거래,대전 서구, , ,,개인,N
용문동리베라아이누리아파트(1단지),"30170","10500","1","0255","0007",계룡로686번길,"30170","4298089","00",,"00018","00000",,"255-7","59.308","2024","11","2","25,000","1","2006","30170-1199", , ,중개거래,대전 서구,"24.12.27","102동 (1단지)",,개인,N
한신,"30170","10800","1","0418","0000",계룡로536번길,"30170","4298071","01","0","00009","00000",,"418","84.92","2024","11","2","32,700","9","1991","30170-52", , ,중개거래,대전 서구, , ,,개인,N
대자연마을,"30170","11600","1","0990","0000",관저북로,"30170","3166009","01","0","00052","00000",,"990","99.99","2024","11","2","46,000","8","1998","30170-114", , ,중개거래,대전 서구, , ,,개인,N
초록마을3단지(계룡리슈빌),"30170","10100","1","0616","0000",복수동로51번길,"30170","4298426","01","0","00043","00000",,"616","84.928","2024","11","6","37,500","13","2006","30170-1010", , ,중개거래,대전 서구,"24.12.13","307",,개인,N
럭키도마,"30170","10300","1","0328","0004",배재로91번길,"30170","4298392","01","0","00021","00000",,"328-4","46.67","2024","11","1","7,100","5","1984","30170-9", , ,직거래, ,"24.11.08","6",,개인,N
엘드수목토,"30170","11500","1","1364","0000",도안동로,"30170","3166054","02","0","00177","00000",,"1364","84.9884","2024","11","2","47,000","3","2010","30170-1039", , ,중개거래,대전 서구, , ,,개인,N
메르하우젠,"30170","11200","1","1119","0000",대덕대로175번길,"30170","4298168","01","0","00060","00000",,"1119","33.46","2024","11","5","5,700","8","2004","30170-161", , ,중개거래,대전 서구,"24.12.16",메르하우젠,,개인,N
진달래,"30170","11300","1","0312","0001",월평동로,"30170","3166039","02","0","00045","00000",,"312-1","84.57","2024","11","6","40,400","6","1995","30170-102", , ,중개거래,"대전 서구, 세종", , ,,개인,N
위즈,"30170","10600","1","0779","0000",계룡로583번길,"30170","4298079","01","0","00055","00000",,"779","34.4","2024","11","2","10,000","11","2005","30170-190", , ,중개거래,대전 서구,"24.11.06", ,,개인,N
관저예미지명가의풍경,"30170","11600","1","1579","0000",관저중로,"30170","3166011","00","0","00033","00000",,"1579","84.772","2024","11","5","61,000","9","2017","30170-1143",O,"24.12.18",중개거래,대전 서구, , ,,개인,N
현대아이파크,"30170","11500","1","1362","0000",도안동로,"30170","3166054","02","0","00183","00000",,"1362","84.93","2024","11","5","59,000","8","2013","30170-1091", , ,중개거래,대전 서구, , ,,개인,N
강변들보람,"30170","10400","1","0641","0000",정림서로,"30170","3166050","01","0","00162","00018",,"641","59.94","2024","11","4","19,700","6","1996","30170-22", , ,중개거래,대전 서구,"24.12.17","106",,개인,N
관저예미지명가의풍경,"30170","11600","1","1579","0000",관저중로,"30170","3166011","00","0","00033","00000",,"1579","84.772","2024","11","5","61,000","9","2017","30170-1143",O,"24.11.05",중개거래,대전 서구, , ,,개인,N
진달래,"30170","11300","1","0312","0001",월평동로,"30170","3166039","02","0","00045","00000",,"312-1","60.72","2024","11","1","31,900","11","1995","30170-102",O,"24.11.12",중개거래,대전 서구, , ,,개인,N
한라비발디,"30170","11500","1","0966","0000",도안북로,"30170","3166057","01","0","00136","00000",,"966","84.9025","2024","11","5","55,000","18","2011","30170-1049", , ,직거래, ,"24.11.12","102",,개인,N
엘드수목토,"30170","11500","1","1364","0000",도안동로,"30170","3166054","02","0","00177","00000",,"1364","84.9884","2024","11","5","50,000","2","2010","30170-1039", , ,중개거래,대전 서구,"24.12.26","103",,개인,N
강변들보람,"30170","10400","1","0641","0000",정림서로,"30170","3166050","01","0","00162","00018",,"641","59.94","2024","11","4","19,700","6","1996","30170-22",O,"24.11.05",중개거래,대전 서구, , ,,개인,N
e편한세상둔산2단지,"30170","10600","1","1486","0000",계룡로615번길,"30170","4298083","01","0","00082","00000",,"1486","72.471","2024","11","4","58,000","10","2020","30170-1175", , ,직거래, ,"24.11.06","110",,개인,N
탑스빌,"30170","11000","1","0017","0001",도산로253번길,"30170","4298234","01","0","00075","00000",,"17-1","40.5672","2024","11","4","10,500","13","2001","30170-152", , ,중개거래,대전 서구, , ,,개인,N
월평타운,"30170","11300","1","0018","0002",계룡로264번길,"30170","4298047","01","0","00004","00000",,"18-2","84.895","2024","11","2","20,500","7","1994","30170-99", , ,중개거래,대전 서구,"25.01.02","105",,개인,N
현대아이파크,"30170","11500","1","1362","0000",도안동로,"30170","3166054","02","0","00183","00000",,"1362","84.93","2024","11","2","63,000","18","2013","30170-1091", , ,중개거래,대전 서구,"25.01.06","1507",,개인,N
위즈,"30170","10600","1","0779","0000",계룡로583번길,"30170","4298079","01","0","00055","00000",,"779","34.4","2024","11","2","10,000","11","2005","30170-190",O,"24.11.06",중개거래,대전 서구, , ,,개인,N
샘머리2차,"30170","11200","1","0908","0000",청사로,"30170","3166051","01","0","00281","00000",,"908","84.945","2024","11","2","47,000","9","1998","30170-168", , ,중개거래,대전 서구,"24.12.19","211",,개인,N
도마e편한세상포레나,"30170","10300","1","0584","0000",도산로,"30170","3166016","00",,"00008","00000",,"584","84.4075","2024","11","2","57,000","3","2022","30170-1220", , ,중개거래,대전 서구, , ,,개인,N
진달래,"30170","11300","1","0312","0001",월평동로,"30170","3166039","02","0","00045","00000",,"312-1","84.57","2024","11","2","42,000","12","1995","30170-102", , ,중개거래,대전 서구,"24.12.27","106",,개인,N
은하수,"30170","11200","1","1203","0000",둔산남로,"30170","3166018","02","0","00015","00000",,"1203","59.74","2024","11","2","31,000","3","1994","30170-84", , ,중개거래,대전 서구,"24.11.19","104",,개인,N
백목련,"30170","10400","1","0642","0000",정림서로138번길,"30170","4298567","01","0","00021","00000",,"642","44.46","2024","11","2","9,000","6","1992","30170-23", , ,중개거래,대전 서구,"24.12.04","101",,개인,N
탑스빌,"30170","11000","1","0017","0001",도산로253번길,"30170","4298234","01","0","00075","00000",,"17-1","40.5672","2024","11","1","10,000","5","2001","30170-152", , ,중개거래,대전 서구,"24.11.14", ,,개인,N
초원,"30170","12800","1","0001","0001",만년로,"30170","3166025","01","0","00045","00000",,"1-1","59.8","2024","11","1","27,000","2","1993","30170-123", , ,중개거래,대전 서구,"24.11.06","110",,개인,N
운암네오미아,"30200","14600","1","0672","0000",배울2로,"30200","3167029","02","0","00078","00000",,"672","84.45","2024","11","2","50,700","20","2006","30200-493", , ,중개거래,대전 유성구, , ,,개인,N
노은해랑숲마을5단지,"30200","12000","1","1033","0000",지족로,"30200","3167064","01","0","00240","00000",,"1033","74.93","2024","11","30","32,000","2","2014","30200-628", , ,중개거래,대전 유성구, , ,,개인,N
삼성푸른아파트,"30200","14100","1","0460","0001",전민로,"30200","3167062","02","0","00071","00000",,"460-1","84.87","2024","11","18","29,000","3","1993","30200-19", , ,중개거래,대전 유성구,"25.01.07","113",,개인,N
하늘바람휴먼시아,"30200","14500","1","0295","0000",와룡로136번길,"30200","4301289","01","0","00015","00000",,"295","84.81","2024","11","23","30,000","20","2009","30200-553", , ,중개거래,대전 유성구, , ,,개인,N
삼성푸른아파트,"30200","14100","1","0460","0001",전민로,"30200","3167062","02","0","00071","00000",,"460-1","75.11","2024","11","18","29,000","3","1993","30200-19",O,"25.01.07",중개거래,대전 유성구, , ,,개인,N
대림두레,"30200","12500","1","0152","0001",가정로,"30200","3167001","01","0","00065","00000",,"152-1","84.945","2024","11","28","28,000","14","1993","30200-22", , ,중개거래,대전 유성구, , ,,개인,N
열매마을1단지(삼부),"30200","12000","1","0853","0000",노은서로,"30200","3167016","02","0","00222","00000",,"853","84.831","2024","11","30","38,000","4","2001","30200-8", , ,중개거래,대전 유성구, , ,,개인,N
한솔아파트,"30200","14700","1","0200","0001",송강로,"30200","3167036","01","0","00015","00000",,"200-1","58.74","2024","11","29","14,700","15","1995","30200-34", , ,중개거래,대전 유성구, , ,,개인,N
좋은하루3차,"30200","11100","1","0540","0018",온천로107번길,"30200","4301285","01","0","00015","00000",,"540-18","17.2927","2024","11","23","6,000","12","2013","30200-604", , ,직거래, ,"24.12.24", ,,개인,N
한솔아파트,"30200","14700","1","0200","0001",송강로,"30200","3167036","01","0","00015","00000",,"200-1","58.74","2024","11","24","12,000","2","1995","30200-34", , ,직거래, ,"24.12.24","203",,개인,N
SK허브,"30200","12000","1","0894","0005",은구비남로,"30200","3167057","02","0","00013","00000",,"894-5","84.65","2024","11","25","30,000","12","2006","30200-475", , ,중개거래,대전 유성구, , ,,개인,N
다솔,"30200","12200","1","0395","0003",궁동로,"30200","3167013","01","0","00005","00000",,"395-3","84.82","2024","11","30","30,300","11","1995","30200-15", , ,중개거래,대전 유성구, , ,,개인,N
리베라아이누리2,"30200","11100","1","0445","0004",온천로,"30200","3167045","01","0","00026","00000",,"445-4","26.4208","2024","11","22","10,400","10","2013","30200-611", , ,중개거래,대전 유성구,"24.12.27", ,,개인,N
유성세움펠리피아주상복합,"30200","11100","1","0466","0002",계룡로52번길,"30200","4301020","01","0","00011","00000",,"466-2","65.1999","2024","11","30","26,500","19","2014","30200-638", , ,중개거래,대전 유성구,"24.12.30", ,,개인,N
트리풀시티(5단지),"30200","11500","1","0464","0000",상대로,"30200","3342029","01","0","00016","00000",,"464","84.89","2024","11","28","60,000","22","2014","30200-631", , ,중개거래,대전 유성구, , ,,개인,N
도안6단지 센트럴시티,"30200","11100","1","1036","0000",봉명로,"30200","3342027","01","0","00093","00000",,"1036","84.61","2024","11","28","60,000","21","2010","30200-565", , ,중개거래,대전 유성구, , ,,개인,N
문지효성해링턴플레이스,"30200","14000","1","0657","0000",문지로,"30200","3167022","00","0","00300","00000",,"657","84.986","2024","11","22","70,000","6","2017","30200-683", , ,중개거래,대전 유성구,"25.01.08","112동",,개인,N
드리움2단지,"30200","10300","1","0317","0001",대정로28번안길,"30200","4301127","01","0","00080","00000",,"317-1","84.76","2024","11","30","29,300","5","2006","30200-486", , ,중개거래,대전 유성구, , ,,개인,N
노은3지구영무예다음에코타운,"30200","12000","1","1052","0000",지족로,"30200","3167064","00","0","00092","00000",,"1052","84.7704","2024","11","16","32,500","3","2017","30200-680", , ,직거래, ,"24.12.16","110동",,개인,N
진잠타운,"30200","10100","1","0383","0000",진잠로42번길,"30200","4301423","01","0","00088","00000",,"383","39.84","2024","11","30","9,700","4","1995","30200-42", , ,중개거래,대전 유성구, , ,,개인,N
반석마을2단지(계룡리슈빌),"30200","12000","1","0978","0000",지족로,"30200","3167064","01","0","00343","00000",,"978","97.366","2024","11","21","64,500","1","2005","30200-476", , ,중개거래,대전 유성구, , ,,개인,N
열매마을6단지(현대2차),"30200","12000","1","0880","0000",노은동로,"30200","3167014","02","0","00187","00000",,"880","84.984","2024","11","22","48,500","8","2000","30200-13",O,"25.01.09",중개거래,대전 유성구, , ,,개인,N
갤러리빌2,"30200","11700","1","0283","0004",유성대로736번길,"30200","4301354","01","0","00062","00000",,"283-4","31.2","2024","11","30","20,000","6","2004","30200-69", , ,직거래, ,"24.12.13","2",,개인,N
반석마을3단지(호반베르디움),"30200","12000","1","0992","0000",지족로,"30200","3167064","01","0","00362","00000",,"992","142.13","2024","11","16","75,000","12","2006","30200-487", , ,중개거래,대전 유성구, , ,,개인,N
중앙하이츠빌,"30200","14600","1","0668","0000",배울2로,"30200","3167029","02","0","00024","00000",,"668","130.3008","2024","11","29","55,000","15","2006","30200-490", , ,직거래, ,"24.12.10","311",,개인,N
대우푸르지오,"30200","14600","1","0665","0000",배울1로,"30200","3167028","03","0","00013","00000",,"665","84.9993","2024","11","14","39,000","17","2006","30200-489", , ,중개거래,대전 유성구, , ,,개인,N
대전아이파크시티1단지,"30200","11500","1","0571","0000",상대복용로29번길,"30200","4860038","01",,"00052","00000",,"571","84.8218","2024","11","21","72,000","4","2021","30200-726", , ,중개거래,대전 유성구, , ,,개인,N
좋은하루3차,"30200","11100","1","0540","0018",온천로107번길,"30200","4301285","01","0","00015","00000",,"540-18","17.2927","2024","11","11","5,650","11","2013","30200-604", , ,중개거래,대전 유성구,"24.12.20", ,,개인,N
한라비발디,"30200","11500","1","0462","0000",상대로,"30200","3342029","01","0","00017","00000",,"462","124.933","2024","11","26","93,000","24","2011","30200-576", , ,중개거래,대전 유성구, , ,,개인,N
온천훼미리타운,"30200","11100","1","0441","0011",온천서로,"30200","3167047","01","0","00022","00009",,"441-11","53.8399","2024","11","27","13,500","3","2005","30200-74", , ,중개거래,대전 유성구,"24.12.18",유성온천훼미리타운,,개인,N
유성푸르지오시티,"30200","11100","1","0536","0005",온천로,"30200","3167045","01","0","00045","00000",,"536-5","17.55","2024","11","19","6,800","9","2014","30200-633", , ,중개거래,대전 유성구, , ,,개인,N
대전아이파크시티2단지,"30200","11500","1","0580","0000",상대복용로29번길,"30200","4860038","01",,"00051","00000",,"580","122.8894","2024","11","26","132,000","29","2021","30200-727", , ,중개거래,대전 유성구,"24.12.26","204",,개인,N
노은해랑숲마을5단지,"30200","12000","1","1033","0000",지족로,"30200","3167064","01","0","00240","00000",,"1033","84.95","2024","11","19","40,000","12","2014","30200-628", , ,중개거래,대전 유성구, , ,,개인,N
대전노은4지구한화꿈에그린2블록,"30200","12000","1","1093","0000",지족북로,"30200","3167104","01","0","00060","00000",,"1093","84.783","2024","11","21","48,000","19","2014","30200-619", , ,중개거래,대전 유성구,"24.12.31","203",,개인,N
청솔한양,"30200","14700","1","0008","0002",송강로42번길,"30200","4301224","01","0","00061","00000",,"8-2","40.36","2024","11","23","10,950","4","1996","30200-51", , ,중개거래,대전 유성구,"24.12.31","514",,개인,N
송강그린,"30200","14700","1","0199","0000",구즉로,"30200","3167012","02","0","00025","00000",,"199","59.914","2024","11","23","19,800","14","1996","30200-30", , ,중개거래,대전 유성구, , ,,개인,N
드리움2단지,"30200","10300","1","0317","0001",대정로28번안길,"30200","4301127","01","0","00080","00000",,"317-1","84.76","2024","11","21","29,000","9","2006","30200-486", , ,중개거래,대전 유성구, , ,,개인,N
드리움1단지,"30200","10300","1","0316","0001",대정로28번길,"30200","4301126","01","0","00050","00000",,"316-1","59.73","2024","11","18","22,000","3","2004","30200-54", , ,중개거래,대전 유성구, , ,,개인,N
열매마을8단지(계룡새미래),"30200","11900","1","0520","0001",은구비남로,"30200","3167057","01","0","00034","00000",,"520-1","99.988","2024","11","28","48,000","1","2001","30200-6", , ,직거래, ,"24.12.20","806",,개인,N
반석마을5단지(금성백조예미지),"30200","13900","1","0622","0000",반석동로,"30200","3167025","01","0","00033","00000",,"622","101.986","2024","11","16","71,500","15","2005","30200-465", , ,중개거래,대전 유성구, , ,,개인,N
죽동푸르지오,"30200","12100","1","0730","0000",죽동로,"30200","3350374","01","0","00251","00000",,"730","75.322","2024","11","8","46,000","2","2015","30200-655", , ,중개거래,대전 유성구,"24.12.30","305",,개인,N
호반써밋그랜드파크3BL,"30200","14400","1","0750","0000",용산1로,"30200","3167103","00","0","00083","00000",,"750","84.9769","2024","11","24","65,000","24","2023","30200-754", , ,중개거래,대전 유성구, , ,,개인,N
레자미3차,"30200","11100","1","0447","0006",계룡로,"30200","3010024","01","0","00084","00000",,"447-6","31.076","2024","11","10","9,300","13","2013","30200-605", , ,중개거래,대전 유성구, , ,,개인,N
한마을,"30200","14700","1","0200","0004",구즉로,"30200","3167012","02","0","00016","00000",,"200-4","132.67","2024","11","30","36,700","6","1999","30200-33", , ,중개거래,대전 유성구, , ,,개인,N
열매마을11단지(계룡리슈빌),"30200","11900","1","0552","0003",왕가봉로,"30200","3167049","01","0","00023","00000",,"552-3","102","2024","11","30","48,500","11","2003","30200-45", , ,중개거래,대전 유성구, , ,,개인,N
