"apt_nm","sgg_cd","umd_cd","land_cd","bonbun","bubun","road_nm","road_nm_sgg_cd","road_nm_cd","road_nm_seq","road_nmb_cd","road_nm_bonbun","road_nm_bubun","umd_nm","jibun","exclu_use_ar","deal_year","deal_month","deal_day","deal_amount","floor","build_year","apt_seq","cdeal_type","cdeal_day","dealing_gbn","estate_agent_sgg_nm","rgst_date","apt_dong","sler_gbn","buyer_gbn","land_leasehold_gbn"
신동아파밀리에,"30200","14600","1","0669","0000",배울2로,"30200","3167029","02","0","00042","00000",,"669","84.9704","2025","1","4","43,000","7","2006","30200-492", , ,중개거래,대전 유성구, , ,,개인,N
계룡리슈빌(학의뜰),"30200","10600","1","0749","0000",학하로,"30200","3342039","02","0","00033","00000",,"749","100.6104","2025","1","3","46,000","15","2011","30200-577", , ,중개거래,대전 유성구, , ,,개인,N
노은해랑숲마을6단지,"30200","12000","1","1031","0000",지족동로,"30200","3167063","00",,"00123","00000",,"1031","74.96","2025","1","4","35,400","5","2014","30200-626", , ,중개거래,대전 유성구, , ,,개인,N
유성대광로제비앙아파트,"30200","14500","1","1023","0000",와룡로,"30200","3167048","00","0","00206","00000",,"1023","84.9147","2025","1","4","45,800","20","2022","30200-733", , ,중개거래,대전 유성구, , ,,개인,N
네오미아,"30200","11300","1","0524","0000",덕명로,"30200","3342038","02","0","00026","00000",,"524","83.907","2025","1","2","37,500","9","2010","30200-559", , ,중개거래,대전 유성구,"25.01.09","106",,개인,N
엑스포,"30200","14100","1","0464","0001",엑스포로,"30200","3167043","03","0","00448","00000",,"464-1","157.14","2025","1","3","52,000","8","1994","30200-21", , ,중개거래,대전 유성구, , ,,법인,N
세종,"30200","14100","1","0462","0005",유성대로,"30200","2167001","18","0","01741","00000",,"462-5","84.83","2025","1","2","27,000","2","1994","30200-20", , ,중개거래,대전 유성구, , ,,개인,N
노은3지구영무예다음에코타운,"30200","12000","1","1052","0000",지족로,"30200","3167064","00","0","00092","00000",,"1052","84.6603","2025","1","2","34,800","1","2017","30200-680", , ,중개거래,대전 유성구, , ,,개인,N
노은해랑숲마을5단지,"30200","12000","1","1033","0000",지족로,"30200","3167064","01","0","00240","00000",,"1033","74.93","2025","1","2","33,200","9","2014","30200-628", , ,중개거래,대전 유성구, , ,,개인,N
운암네오미아,"30200","14600","1","0672","0000",배울2로,"30200","3167029","02","0","00078","00000",,"672","129.71","2025","1","2","73,000","9","2006","30200-493", , ,중개거래,대전 유성구, , ,,개인,N
반석더샵,"30200","13900","1","0711","0000",반석로,"30200","3167026","00","0","00080","00000",,"711","84.9884","2025","1","1","58,300","22","2020","30200-716", , ,중개거래,대전 유성구, , ,,개인,N
선화동스마트284,"30140","10200","1","0284","0004",보문로,"30140","3164032","01","0","00286","00000",,"284-4","14.2876","2025","1","15","4,200","9","2013","30140-1120", , ,중개거래,대전 중구, , ,,개인,N
유천현대아파트,"30140","11500","1","0010","0000",계백로1615번길,"30140","4295043","01","0","00034","00000",,"10","84.945","2025","1","14","25,000","13","1990","30140-56", , ,중개거래,대전 중구, , ,,개인,N
선화동세울더레스트3차,"30140","10200","1","0147","0002",대종로,"30140","3010004","00","0","00587","00000",,"147-2","49.71","2025","1","15","25,000","8","2023","30140-1273", , ,직거래, , , ,,법인,N
선호,"30140","10200","1","0152","0001",대종로,"30140","3010004","02","0","00583","00000",,"152-1","35.0096","2025","1","14","7,000","5","2001","30140-82", , ,직거래, , , ,,개인,N
한밭우성,"30140","11600","1","0141","0000",서문로,"30140","3165022","01","0","00032","00000",,"141","134.62","2025","1","11","35,000","7","1995","30140-67", , ,중개거래,대전 중구, , ,,개인,N
은혜,"30140","10600","1","0123","0023",대종로334번길,"30140","4295147","01","0","00040","00000",,"123-23","57.96","2025","1","10","8,400","4","1988","30140-17", , ,중개거래,대전 중구, , ,,개인,N
삼성푸른,"30140","11600","1","0777","0000",보문산로161번길,"30140","4295389","01","0","00056","00000",,"777","99.9","2025","1","13","23,000","10","1994","30140-62", , ,직거래, , , ,,개인,N
극동,"30140","11600","1","0584","0004",송리로,"30140","3165026","01","0","00006","00000",,"584-4","69.905","2025","1","8","15,000","11","1992","30140-59", , ,중개거래,대전 중구, , ,,개인,N
센트럴파크3단지,"30140","11600","1","0001","0003",계백로1716번길,"30140","4295056","01","0","00087","00000",,"1-3","84.9944","2025","1","11","53,000","7","2007","30140-1029", , ,중개거래,대전 중구, , ,,개인,N
목동더샵리슈빌,"30140","10300","1","0372","0000",선화서로,"30140","3165023","00",,"00115","00000",,"372","84.9816","2025","1","11","60,000","10","2022","30140-1252", , ,중개거래,대전 중구, , ,,개인,N
버드내1,"30140","11400","1","0422","0007",태평로,"30140","3165041","01","0","00015","00000",,"422-7","101.73","2025","1","7","40,500","8","2000","30140-36", , ,중개거래,대전 중구, , ,,개인,N
버드내1,"30140","11400","1","0422","0007",태평로,"30140","3165041","01","0","00015","00000",,"422-7","84.93","2025","1","8","34,500","10","2000","30140-36", , ,직거래, ,"25.01.08","120",,개인,N
삼부4,"30140","11400","1","0393","0000",태평로,"30140","3165041","01","0","00055","00000",,"393","84.54","2025","1","8","26,500","13","1986","30140-41", , ,중개거래,대전 중구, , ,,개인,N
주공3,"30140","11600","1","0757","0000",산성로,"30140","3165021","01","0","00108","00023",,"757","39.87","2025","1","7","7,900","3","1994","30140-65", , ,중개거래,대전 중구, , ,,개인,N
유천동나이스타운,"30140","11500","1","0304","0009",계백로1584번길,"30140","4295039","01",,"00018","00000",,"304-9","49.9132","2025","1","4","14,500","7","2015","30140-1155", , ,중개거래,대전 서구, , ,,개인,N
주공2,"30140","11600","1","0775","0000",산성로,"30140","3165021","01","0","00108","00024",,"775","49.77","2025","1","4","12,000","7","1994","30140-64", , ,중개거래,대전 중구, , ,,개인,N
중촌역푸르지오센터파크,"30140","10400","1","0472","0000",대전천서로,"30140","3165007","00",,"00709","00000",,"472","84.9232","2025","1","4","45,700","30","2022","30140-1247", , ,중개거래,대전 중구, , ,,개인,N
올리브힐,"30140","10300","1","0362","0000",목동로,"30140","3165046","01","0","00070","00000",,"362","84.93","2025","1","3","32,000","1","2011","30140-1069", , ,직거래, ,"25.01.03","103",,개인,N
선화동스마트284,"30140","10200","1","0284","0004",보문로,"30140","3164032","01","0","00286","00000",,"284-4","14.2876","2025","1","2","5,500","10","2013","30140-1120", , ,직거래, ,"25.01.08", ,,개인,N
햇살,"30140","11600","1","0422","0001",서문로43번길,"30140","4295452","01","0","00037","00000",,"422-1","59.4","2025","1","2","14,500","5","2000","30140-68", , ,중개거래,대전 중구, , ,,개인,N
시영예지,"30110","11400","1","0036","0001",비래서로42번길,"30110","4292271","01","0","00069","00000",,"36-1","57.99","2025","1","13","7,400","1","1982","30110-30", , ,중개거래,대전 동구, , ,,개인,N
시영수정,"30110","11400","1","0043","0001",비래서로62번길,"30110","4292273","01","0","00057","00000",,"43-1","58.92","2025","1","15","9,000","4","1984","30110-29", , ,중개거래,대전 동구, , ,,법인,N
은어송마을3단지(가오아이파크),"30110","10500","1","0496","0000",은어송로,"30110","3010015","01","0","00117","00000",,"496","84.9859","2025","1","11","32,000","12","2006","30110-939", , ,중개거래,대전 동구, , ,,개인,N
신흥SKVIEW,"30110","10600","1","0264","0000",충무로,"30110","3010018","02","0","00255","00000",,"264","84.9717","2025","1","4","54,500","4","2022","30110-1079", , ,중개거래,"대전 동구, 대전 중구", , ,,개인,N
신흥SKVIEW,"30110","10600","1","0264","0000",충무로,"30110","3010018","02","0","00255","00000",,"264","84.9717","2025","1","2","54,900","6","2022","30110-1079", , ,중개거래,대전 동구, , ,,개인,N
신동아,"30110","11500","1","0001","0000",한밭대로1237번길,"30110","4292568","01","0","00052","00000",,"1","84.56","2025","1","12","24,000","9","1990","30110-45", , ,중개거래,대전 동구, , ,,개인,N
은어송마을3단지(가오아이파크),"30110","10500","1","0496","0000",은어송로,"30110","3010015","01","0","00117","00000",,"496","84.9859","2025","1","4","32,800","15","2006","30110-939", , ,중개거래,대전 동구, , ,,개인,N
신동아,"30110","11500","1","0001","0000",한밭대로1237번길,"30110","4292568","01","0","00052","00000",,"1","111.69","2025","1","7","28,000","9","1990","30110-45", , ,중개거래,대전 동구, , ,,개인,N
평화,"30110","11400","1","0046","0002",비래서로62번길,"30110","4292273","01","0","00005","00000",,"46-2","59.91","2025","1","13","12,650","12","1994","30110-36", , ,직거래, , , ,,개인,N
신흥SKVIEW,"30110","10600","1","0264","0000",충무로,"30110","3010018","02","0","00255","00000",,"264","74.9383","2025","1","12","50,500","14","2022","30110-1079", , ,중개거래,대전 동구, , ,,개인,N
이스트시티1단지,"30110","11000","1","0539","0000",동대전로46번길,"30110","4855781","00","0","00030","00000",,"539","84.98","2025","1","10","53,800","4","2018","30110-1056", , ,중개거래,대전 동구, , ,,개인,N
은어송마을5단지(우미린),"30110","10500","1","0556","0000",은어송로,"30110","3010015","01","0","00100","00000",,"556","59.8586","2025","1","9","25,000","10","2007","30110-945", , ,중개거래,대전 동구, , ,,개인,N
주공2,"30110","10700","1","0202","0000",옥천로180번길,"30110","4292414","01","0","00023","00000",,"202","58.01","2025","1","10","14,300","2","1990","30110-10", , ,직거래, ,"25.01.13","203",,개인,N
효촌마을,"30110","11600","1","0520","0000",계족로368번길,"30110","4292027","02","0","00011","00000",,"520","59.64","2025","1","4","25,000","6","2003","30110-76", , ,중개거래,대전 동구, , ,,개인,N
삼성타운2단지,"30110","11800","1","0481","0000",우암로,"30110","3010014","03","0","00133","00001",,"481","59.45","2025","1","9","24,000","11","2007","30110-959", , ,중개거래,대전 동구, , ,,개인,N
한밭자이,"30110","11800","1","0479","0000",대전로,"30110","3010002","08","0","00935","00000",,"479","84.9811","2025","1","3","36,800","16","2006","30110-941", , ,중개거래,대전 동구, , ,,개인,N
신흥마을주공,"30110","10600","1","0212","0000",옥천로,"30110","3000091","01","0","00038","00000",,"212","59.92","2025","1","11","23,000","22","2006","30110-937", , ,중개거래,대전 동구, , ,,개인,N
은어송마을2단지(코오롱하늘채),"30110","13900","1","0130","0000",동구청로,"30110","3164008","03","0","00035","00000",,"130","84.9905","2025","1","11","31,500","2","2007","30110-946", , ,중개거래,대전 동구, , ,,개인,N
미리내아파트,"30110","10700","1","0460","0000",동구청로203번길,"30110","4292162","01",,"00036","00000",,"460","59.7","2025","1","4","17,500","5","1999","30110-7", , ,중개거래,대전 동구, , ,,개인,N
이스트시티1단지,"30110","11000","1","0539","0000",동대전로46번길,"30110","4855781","00","0","00030","00000",,"539","84.98","2025","1","10","53,800","4","2018","30110-1056",O,"25.01.13",중개거래,대전 동구, , ,,개인,N
이스트시티1단지,"30110","11000","1","0539","0000",동대전로46번길,"30110","4855781","00","0","00030","00000",,"539","74.99","2025","1","9","42,500","14","2018","30110-1056", , ,중개거래,대전 동구, , ,,개인,N
e편한세상 대전에코포레,"30110","10900","1","0783","0000",용운로,"30110","3164022","01","0","00203","00000",,"783","59.8825","2025","1","2","30,800","4","2020","30110-1069", , ,중개거래,대전 동구, , ,,개인,N
삼정그린코아포레스트(1단지),"30110","10700","1","0839","0000",동부로10번길,"30110","4855087","01","0","00055","00000",,"839","72.4893","2025","1","4","36,800","7","2018","30110-1048", , ,중개거래,대전 동구, , ,,개인,N
e편한세상 대전에코포레,"30110","10900","1","0783","0000",용운로,"30110","3164022","01","0","00203","00000",,"783","84.9964","2025","1","6","46,800","16","2020","30110-1069", , ,중개거래,대전 동구, , ,,개인,N
주공1,"30110","10700","1","0178","0000",옥천로180번길,"30110","4292414","01","0","00047","00002",,"178","45.77","2025","1","3","12,500","14","1990","30110-9", , ,중개거래,대전 동구, , ,,개인,N
e편한세상 대전에코포레,"30110","10900","1","0783","0000",용운로,"30110","3164022","01","0","00203","00000",,"783","59.8825","2025","1","8","30,000","18","2020","30110-1069", , ,중개거래,대전 동구, , ,,개인,N
신흥SKVIEW,"30110","10600","1","0264","0000",충무로,"30110","3010018","02","0","00255","00000",,"264","59.9682","2025","1","8","38,200","14","2022","30110-1079", , ,중개거래,대전 동구, , ,,개인,N
삼정그린코아포레스트(1단지),"30110","10700","1","0839","0000",동부로10번길,"30110","4855087","01","0","00055","00000",,"839","72.4893","2025","1","8","35,700","17","2018","30110-1048", , ,중개거래,대전 동구, , ,,개인,N
이스트시티2단지,"30110","10600","1","0262","0000",동대전로46번길,"30110","4855781","00","0","00120","00000",,"262","46.81","2025","1","4","20,500","7","2018","30110-1054", , ,중개거래,대전 동구, , ,,개인,N
이스트시티2단지,"30110","10600","1","0262","0000",동대전로46번길,"30110","4855781","00","0","00120","00000",,"262","74.99","2025","1","7","36,300","4","2018","30110-1054", , ,중개거래,대전 동구, , ,,개인,N
은어송하늘채리버뷰,"30110","13900","1","0454","0000",대전로,"30110","3010002","00","0","00357","00000",,"454","84.9598","2025","1","6","46,500","6","2024","30110-1114", , ,중개거래,대전 동구, , ,,개인,N
용방마을,"30110","10900","1","0460","0000",용운로,"30110","3164022","01","0","00080","00000",,"460","59.75","2025","1","1","18,700","8","2003","30110-67", , ,중개거래,대전 동구, , ,,개인,N
용방마을,"30110","10900","1","0460","0000",용운로,"30110","3164022","01","0","00080","00000",,"460","59.88","2025","1","6","18,000","7","2003","30110-67", , ,중개거래,대전 동구, , ,,개인,N
신흥마을주공,"30110","10600","1","0212","0000",옥천로,"30110","3000091","01","0","00038","00000",,"212","84.86","2025","1","7","26,500","15","2006","30110-937", , ,중개거래,대전 동구,"25.01.07","102",,개인,N
홍도동갤러리휴리움,"30110","11700","1","1012","0000",한남로67번길,"30110","4292561","01","0","00193","00000",,"1012","59.9975","2025","1","4","29,500","17","2023","30110-1102", , ,중개거래,대전 동구, , ,,개인,N
주공6,"30110","10700","1","0233","0000",동부로,"30110","3010007","01","0","00055","00058",,"233","38.64","2025","1","6","8,000","5","1992","30110-12", , ,중개거래,대전 동구,"25.01.07","601",,개인,N
